,CVE_ENT,NOM_ENT,CVE_MUN,NOM_MUN,CVE_LOC,NOM_LOC,CVE_SUN,POB_2018,P_TOTAL_1990,P_TOTAL_2000,P_TOTAL_2010,P_TOTAL_2020,CVEGEO,NOMGEO,mts_built_1975,mts_built_1980,mts_built_1985,mts_built_1990,mts_built_1995,mts_built_2000,mts_built_2005,mts_built_2010,mts_built_2015,mts_built_2020
429,8,Chihuahua,005,Ascensión,80050001.0,Ascensión,P08.01,17455,16361.0,21939,23975,26093,8005,Ascensión,214418,258425,334063,443375,672829,1095646,1625712,2497523,3689749,5245922
430,8,Chihuahua,011,Camargo,80110001.0,Santa Rosalía de Camargo,P08.02,43211,45814.0,45852,48748,49499,8011,Camargo,2752090,2832654,2919313,3015001,3298175,3784029,4161483,4696044,5460969,6898162
431,8,Chihuahua,017,Cuauhtémoc,80170001.0,Cuauhtémoc,P08.03,134525,112589.0,124378,154639,180638,8017,Cuauhtémoc,13261151,13455574,13708228,14009596,15470015,17762994,20203567,23873874,28342192,33370431
432,8,Chihuahua,027,Guachochi,80270001.0,Guachochi,P08.04,17617,34255.0,40615,49689,50180,8027,Guachochi,1167911,1207244,1250393,1296610,1406313,1564626,2056748,3005315,4373901,5804628
433,8,Chihuahua,036,Jiménez,80360001.0,José Mariano Jiménez,P08.05,37009,37052.0,38323,41265,40859,8036,Jiménez,2428548,2436341,2446807,2457286,2569343,2753254,2972765,3302405,3818068,4967035
434,8,Chihuahua,040,Madera,80400001.0,Madera,P08.06,16999,35857.0,34056,29611,25144,8040,Madera,1626657,1651392,1677569,1708159,1927710,2248750,2555390,2996472,3536419,4312492
435,8,Chihuahua,050,Nuevo Casas Grandes,80500001.0,Nuevo Casas Grandes,P08.07,63514,49154.0,54390,59337,65753,8050,Nuevo Casas Grandes,3498756,3640190,3793630,3952604,4275552,4788187,5510735,6540177,7634240,8381747
436,8,Chihuahua,052,Ojinaga,80520001.0,Manuel Ojinaga,P08.08,27415,23910.0,24307,26304,24534,8052,Ojinaga,4178850,4293727,4417620,4554303,4700306,4907799,5138522,5479720,5983539,7017134
437,10,Durango,008,Guadalupe Victoria,100080001.0,Guadalupe Victoria,P10.01,19158,32173.0,32011,34052,36695,10008,Guadalupe Victoria,1997149,2019867,2045656,2073054,2138796,2236988,2656983,3211117,3851330,4527474
438,10,Durango,023,Pueblo Nuevo,100230001.0,El Salto,P10.02,28549,39280.0,45217,49162,51269,10023,Pueblo Nuevo,1580822,1598622,1627320,1669303,1737711,1856352,2208133,2823157,3699556,5230328
439,10,Durango,032,Santiago Papasquiaro,100320001.0,Santiago Papasquiaro,P10.03,29961,42150.0,43517,44966,49207,10032,Santiago Papasquiaro,3459069,3478143,3507572,3565181,3831891,4190851,4665994,5365444,6270655,7453139
440,10,Durango,038,Vicente Guerrero,100380001.0,Vicente Guerrero,P10.04,17726,18878.0,19813,21117,23476,10038,Vicente Guerrero,1932627,1974955,2017980,2069107,2096970,2134079,2272647,2457084,2670408,3012027
441,11,Guanajuato,001,Abasolo,110010001.0,Abasolo,C11.01,28411,70938.0,79093,84332,92040,11001,Abasolo,5090269,5146890,5221204,5309503,5751744,6480075,7106279,8085808,9484122,12085401
442,11,Guanajuato,002,Acámbaro,110020001.0,Acámbaro,P11.01,56652,112450.0,110718,109030,108697,11002,Acámbaro,5036631,5349466,5779466,6322625,7226350,8692626,9306609,10212797,11524377,13765451
443,11,Guanajuato,003,San Miguel de Allende,110030001.0,San Miguel de Allende,C11.02,78663,110692.0,134880,160383,174615,11003,San Miguel de Allende,4832436,5221928,5804709,6548308,7803543,9980157,11319071,13383359,16512153,22795369
444,11,Guanajuato,005,Apaseo el Grande,110050001.0,Apaseo el Grande,C11.03,30438,61594.0,68738,85319,117883,11005,Apaseo el Grande,3506147,3859847,4363205,5048075,5744895,6852330,7493838,8503343,9967905,12596615
445,11,Guanajuato,008,Manuel Doblado,110080001.0,Ciudad Manuel Doblado,P11.02,15061,37484.0,38309,37145,41240,11008,Manuel Doblado,2551988,2573903,2602775,2631992,2870436,3243504,3657221,4285729,5326229,7836337
446,11,Guanajuato,014,Dolores Hidalgo Cuna de la Independencia Nacional,110140001.0,Dolores Hidalgo Cuna de la Independencia Nacional,C11.04,65405,104712.0,128994,148173,163038,11014,Dolores Hidalgo Cuna de la Independencia Nacional,4356299,4778890,5357067,6076481,6930836,8313176,9759095,12031901,15362103,22287451
447,11,Guanajuato,017,Irapuato,110170001.0,Irapuato,C11.05,422797,362915.0,440134,529440,592953,11017,Irapuato,16481483,17076589,17881246,18926010,20731601,23585621,25797008,29085369,33343735,39207157
448,11,Guanajuato,018,Jaral del Progreso,110180001.0,Jaral del Progreso,P11.03,22213,29764.0,31803,36584,38782,11018,Jaral del Progreso,1094190,1222360,1402901,1625858,1821673,2133922,2303216,2562219,2930272,3595366
449,11,Guanajuato,026,Romita,110260001.0,Romita,P11.04,22248,44545.0,51825,56655,65766,11026,Romita,2632228,2667219,2719996,2783415,3092101,3588407,4040808,4702475,5604700,6836807
450,11,Guanajuato,027,Salamanca,110270001.0,Salamanca,C11.06,173831,204311.0,226654,260732,273417,11027,Salamanca,8907492,9687450,10927103,12648126,14009201,16328949,17471146,19200742,21528096,25341588
451,11,Guanajuato,028,Salvatierra,110280001.0,Salvatierra,C11.07,47778,97599.0,94558,97054,94126,11028,Salvatierra,4267488,4506200,4866150,5287498,5967161,6979940,7415066,8027837,8855704,10287681
452,11,Guanajuato,030,San Felipe,110300001.0,San Felipe,P11.05,32103,87216.0,95359,106952,119793,11030,San Felipe,2486203,2574987,2698930,2830055,3099096,3508834,4388804,5764131,8351366,15690191
453,11,Guanajuato,032,San José Iturbide,110320001.0,San José Iturbide,C11.08,25359,42681.0,54661,72411,89558,11032,San José Iturbide,2284792,2533895,2893424,3465510,4202473,5509949,6442102,7826530,9973686,14136651
454,11,Guanajuato,033,San Luis de la Paz,110330001.0,San Luis de la Paz,C11.09,60460,78504.0,96729,115656,128536,11033,San Luis de la Paz,4106207,4673794,5459055,6451722,6947118,7696005,8749602,10266518,12314695,15478455
455,11,Guanajuato,035,Santa Cruz de Juventino Rosas,110350001.0,Juventino Rosas,C11.10,44567,56166.0,65479,79214,82340,11035,Santa Cruz de Juventino Rosas,3459125,3562428,3691602,3842709,4253487,4905498,5292841,5900804,6738335,8164670
456,11,Guanajuato,042,Valle de Santiago,110420001.0,Valle de Santiago,P11.06,71657,132023.0,130821,141058,150054,11042,Valle de Santiago,6319030,6934124,7833022,9032822,9838772,11049647,11662245,12473478,13717911,16218057
457,11,Guanajuato,046,Yuriria,110460001.0,Yuriria,P11.07,29309,77247.0,73820,70782,68741,11046,Yuriria,2225734,2644999,3333039,4276222,4743258,5436911,5813504,6318126,7235729,9845307
458,12,Guerrero,007,Arcelia,120070001.0,Arcelia,P12.01,20219,30667.0,32818,32181,33267,12007,Arcelia,717867,878093,1112254,1447284,1595013,1801747,1988272,2269641,2747483,4007972
459,12,Guerrero,011,Atoyac de Álvarez,120110001.0,Atoyac de Álvarez,C12.01,23959,58568.0,61736,61316,60680,12011,Atoyac de Álvarez,2624216,2688372,2762026,2851789,2960133,3099403,3375451,3773868,4249356,4896938
460,12,Guerrero,012,Ayutla de los Libres,120120001.0,Ayutla de los Libres,P12.02,17637,40002.0,55350,62690,69123,12012,Ayutla de los Libres,861684,876026,893736,918185,1136389,1459026,1727276,2110806,2691509,3847248
461,12,Guerrero,028,Chilapa de Álvarez,120280001.0,Chilapa de Álvarez,P12.03,33781,85621.0,102853,120790,123722,12028,Chilapa de Álvarez,3920513,4083041,4293003,4521240,5074148,5932684,6394534,7114997,8077867,9481035
462,12,Guerrero,034,Huitzuco de los Figueroa,120340001.0,Ciudad de Huitzuco,P12.04,19266,35339.0,35668,37364,36593,12034,Huitzuco de los Figueroa,913442,988820,1091944,1226420,1537785,2092612,2376516,2749332,3397811,5191849
463,12,Guerrero,035,Iguala de la Independencia,120350001.0,Iguala de la Independencia,C12.02,122790,101067.0,123960,140363,154173,12035,Iguala de la Independencia,2326339,2788660,3496402,4439593,5213771,6441220,6992536,7795135,8895144,10795387
464,12,Guerrero,038,Zihuatanejo de Azueta,120380001.0,Zihuatanejo,P12.05,69161,63366.0,95548,118211,126001,12038,Zihuatanejo de Azueta,6094298,6170471,6257539,6353250,6648916,7042977,7295915,7632597,8016196,8320328
465,12,Guerrero,046,Ometepec,120460001.0,Ometepec,P12.06,28025,38057.0,50356,61306,68207,12046,Ometepec,2370430,2431476,2500266,2578257,2807120,3156555,3446652,3859654,4300659,4763005
466,12,Guerrero,048,Petatlán,120480001.0,Petatlán,P12.07,22064,43145.0,46328,44979,44583,12048,Petatlán,3044768,3050166,3057425,3070611,3138029,3245356,3399847,3649521,3960434,4301859
467,12,Guerrero,050,Pungarabato,120500001.0,Ciudad Altamirano,C12.03,24879,25362.0,34740,37035,38482,12050,Pungarabato,1696073,1718384,1743726,1774425,2100475,2601573,2721954,2886544,3073363,3324850
468,12,Guerrero,055,Taxco de Alarcón,120550001.0,Taxco de Alarcón,P12.08,51659,86864.0,100245,104053,105586,12055,Taxco de Alarcón,486492,620120,864896,1215613,1444728,1840104,2215508,2809320,3989920,7720267
469,12,Guerrero,057,Técpan de Galeana,120570001.0,Técpan de Galeana,C12.04,25140,59244.0,60313,62071,65237,12057,Técpan de Galeana,3660405,3708401,3768033,3844273,3961190,4167972,4381612,4714290,5167576,5884964
470,12,Guerrero,058,Teloloapan,120580001.0,Teloloapan,P12.09,26156,55466.0,53950,53769,53817,12058,Teloloapan,502068,680744,959944,1335422,1585323,2027889,2415986,3016177,3979402,6314242
471,12,Guerrero,061,Tixtla de Guerrero,120610001.0,Tixtla de Guerrero,P12.10,23919,28943.0,33620,40058,43171,12061,Tixtla de Guerrero,1801042,1825846,1854301,1886375,2008812,2180273,2311622,2492341,2722034,3009112
472,12,Guerrero,066,Tlapa de Comonfort,120660001.0,Tlapa de Comonfort,C12.05,54700,44177.0,57346,81419,96125,12066,Tlapa de Comonfort,1999004,2079658,2169474,2258521,2688651,3328244,3815837,4513185,5311485,5797798
473,13,Hidalgo,003,Actopan,130030001.0,Actopan,C13.01,37334,40613.0,46010,54299,61002,13003,Actopan,4763943,4876993,5039111,5229819,5414904,5701892,5995236,6378886,6882720,7883024
474,13,Hidalgo,005,Ajacuba,130050001.0,Ajacuba,C13.08,7299,12704.0,14507,17055,18872,13005,Ajacuba,979350,1036402,1122714,1238313,1407259,1670293,1843890,2064782,2377620,3010627
475,13,Hidalgo,008,Apan,130080001.0,Apan,C13.02,26081,35572.0,39513,42563,46681,13008,Apan,1196564,1360532,1563866,1798950,1980451,2238585,2437342,2688051,3173179,4507834
476,13,Hidalgo,023,Francisco I. Madero,130230012.0,El Rosario,C13.01,5426,25554.0,28492,33901,36248,13023,Francisco I. Madero,2295208,2338473,2401945,2497068,2640322,2877257,3104659,3438193,3823120,4235158
477,13,Hidalgo,028,Huejutla de Reyes,130280001.0,Huejutla de Reyes,C13.03,50304,86028.0,108239,122905,126781,13028,Huejutla de Reyes,2198356,2300937,2447135,2641253,3210112,4168377,4751885,5563014,6486429,7274559
478,13,Hidalgo,030,Ixmiquilpan,130300001.0,Ixmiquilpan,C13.04,39217,65934.0,75833,86363,98654,13030,Ixmiquilpan,9821774,9956155,10127250,10333106,11527095,13447655,14047713,14862730,15768365,16592197
479,13,Hidalgo,041,Mixquiahuala de Juárez,130410001.0,Mixquiahuala de Juárez,C13.05,27431,31137.0,35065,42834,47222,13041,Mixquiahuala de Juárez,2397137,2504759,2673944,2856459,3053684,3340460,3578512,3917208,4337049,5019678
480,13,Hidalgo,050,Progreso de Obregón,130500001.0,Progreso de Obregón,C13.05,18674,17156.0,19041,22217,23641,13050,Progreso de Obregón,1417996,1443978,1478874,1518363,1629160,1816104,1955593,2140906,2380100,2765325
481,13,Hidalgo,054,San Salvador,130540019.0,San Antonio Zaragoza,C13.01,3399,25674.0,28980,32773,36796,13054,San Salvador,3264207,3291208,3326930,3373811,3494244,3696937,3988304,4390425,4897351,5512193
482,13,Hidalgo,061,Tepeapulco,130610001.0,Tepeapulco,C13.06,45025,47214.0,49539,51664,56245,13061,Tepeapulco,2592876,2789387,3033976,3321187,3451043,3622478,3889319,4258917,4845338,6154694
483,13,Hidalgo,063,Tepeji del Río de Ocampo,130630001.0,Tepeji del Río de Ocampo,C13.07,41708,51199.0,67858,80612,90546,13063,Tepeji del Río de Ocampo,4173441,4273250,4411793,4593053,5353703,6593340,7001843,7610373,8485850,10138678
484,13,Hidalgo,065,Tetepango,130650001.0,Tetepango,C13.08,9880,6871.0,8935,11112,11768,13065,Tetepango,436628,509009,617496,764737,914892,1172080,1260933,1371557,1503914,1719584
485,13,Hidalgo,067,Tezontepec de Aldama,130670001.0,Tezontepec de Aldama,C13.09,28725,31651.0,38718,48025,55134,13067,Tezontepec de Aldama,3036877,3130768,3262552,3442924,3789641,4316854,4607799,4974384,5409468,5909786
486,13,Hidalgo,072,Tlanalapa,130720010.0,San Vicente,C13.06,0,9051.0,9839,10248,11113,13072,Tlanalapa,592339,621908,652435,683923,696254,723999,779538,860802,971944,1199342
487,13,Hidalgo,081,Zacualtipán de ángeles,130810001.0,Zacualtipán,P13.01,29115,19728.0,24933,32437,38155,13081,Zacualtipán de Ángeles,226493,232726,246114,256881,439053,793077,950875,1209937,1716955,3083196
488,13,Hidalgo,084,Zimapán,130840001.0,Zimapán,P13.02,15282,35067.0,37435,38516,39927,13084,Zimapán,1780109,1918526,2147484,2468445,2989323,3831772,4195734,4760751,5642943,7585547
489,14,Jalisco,003,Ahualulco de Mercado,140030001.0,Ahualulco de Mercado,P14.01,15808,17419.0,20118,21714,23630,14003,Ahualulco de Mercado,891868,1039064,1228642,1449403,1532109,1651885,1737819,1863353,2025713,2278885
490,14,Jalisco,006,Ameca,140060001.0,Ameca,P14.02,37153,54555.0,56681,57340,60386,14006,Ameca,3198160,3501140,3953572,4468792,4631210,4867628,5181147,5631281,6181922,6706225
491,14,Jalisco,008,Arandas,140080001.0,Arandas,P14.03,55687,63279.0,76293,72812,80609,14008,Arandas,1521512,1569693,1622718,1682457,1890308,2236522,2893813,4231052,6606645,12426559
492,14,Jalisco,013,Atotonilco el Alto,140130001.0,Atotonilco el Alto,P14.04,28242,46513.0,51798,57717,64009,14013,Atotonilco el Alto,2267970,2391355,2572990,2795100,2992217,3309236,3814602,4691707,5956908,8099587
493,14,Jalisco,015,Autlán de Navarro,140150001.0,Autlán de Navarro,P14.05,49484,46747.0,50846,57559,64931,14015,Autlán de Navarro,4113575,4309078,4599840,4960741,5065854,5256062,5513690,5912320,6362540,6744263
494,14,Jalisco,016,Ayotlán,140160072.0,La Ribera,C16.08,8137,30740.0,35432,38291,41552,14016,Ayotlán,2043495,2085561,2136176,2193816,2335774,2576110,2932765,3448484,4191799,5578114
495,14,Jalisco,018,La Barca,140180001.0,La Barca,C14.01,36847,52845.0,59086,64269,67937,14018,La Barca,4387057,4463567,4555411,4650595,4904921,5316498,5802931,6571874,7501596,8434405
496,14,Jalisco,022,Cihuatlán,140220001.0,Cihuatlán,P14.06,20920,24855.0,32019,39020,40139,14022,Cihuatlán,2957578,2961798,2966304,2971285,3061526,3186546,3248211,3332955,3423493,3474305
497,14,Jalisco,023,Zapotlán el Grande,140230001.0,Ciudad Guzmán,P14.07,105539,74068.0,86743,100534,115141,14023,Zapotlán el Grande,3349317,3545451,3828916,4173028,4570106,5225218,5609754,6261509,7069741,7884680
498,14,Jalisco,030,Chapala,140300001.0,Chapala,P14.08,41116,35578.0,43444,48839,55196,14030,Chapala,2932449,3055562,3203640,3393133,3765140,4364983,4652694,5034125,5498812,6192813
499,14,Jalisco,035,Encarnación de Díaz,140350001.0,Encarnación de Díaz,P14.09,27389,42341.0,46421,51396,53039,14035,Encarnación de Díaz,1878911,1982353,2112855,2272080,2731033,3574122,4269264,5525224,7451816,10951038
500,14,Jalisco,037,El Grullo,140370001.0,El Grullo,P14.10,22581,20135.0,22499,23845,25920,14037,El Grullo,1173147,1303274,1470231,1673661,1718221,1791901,1875630,1999714,2156250,2265139
501,14,Jalisco,046,Jalostotitlán,140460001.0,Jalostotitlán,P14.11,26970,24497.0,28110,31948,32678,14046,Jalostotitlán,1317607,1355689,1404299,1467721,1815775,2484755,2923827,3773479,4939930,6154964
502,14,Jalisco,050,Jocotepec,140500001.0,Jocotepec,C14.03,24236,30928.0,35713,42164,47105,14050,Jocotepec,1238685,1491341,1913864,2471743,2760893,3255550,3595723,4133865,4887925,6069909
503,14,Jalisco,053,Lagos de Moreno,140530001.0,Lagos de Moreno,P14.12,109186,106157.0,128118,153817,172403,14053,Lagos de Moreno,4226320,4631875,5150367,5822450,6697803,8125445,9490883,11755608,15368552,23115888
504,14,Jalisco,055,Magdalena,140550001.0,Magdalena,P14.13,18084,15361.0,18177,21321,21781,14055,Magdalena,1037608,1062921,1091101,1125355,1209112,1343172,1447582,1601876,1795739,2043893
505,14,Jalisco,073,San Juan de los Lagos,140730001.0,San Juan de los Lagos,P14.14,53197,46409.0,55305,65219,72230,14073,San Juan de los Lagos,2902956,2973405,3077973,3196828,3813746,5070266,5996096,7656808,9899107,12182163
506,14,Jalisco,074,San Julián,140740001.0,San Julián,C14.04,16904,13089.0,14760,15454,16792,14074,San Julián,734591,777014,826724,884770,945075,1041096,1218284,1566505,2116180,3352576
507,14,Jalisco,078,San Miguel el Alto,140780001.0,San Miguel el Alto,P14.15,26481,23598.0,27666,31166,31965,14078,San Miguel el Alto,1018073,1072023,1140811,1217702,1316396,1491074,1828177,2500095,3619788,6239314
508,14,Jalisco,082,Sayula,140820001.0,Sayula,P14.16,26952,27940.0,30995,34829,37186,14082,Sayula,1159857,1343907,1631433,1985391,2160740,2476165,2618132,2834633,3118715,3549073
509,14,Jalisco,083,Tala,140830001.0,Tala,P14.17,42140,45313.0,53616,69031,87690,14083,Tala,3083252,3216635,3392935,3629669,3905392,4343422,4821885,5581423,6549813,7627554
510,14,Jalisco,085,Tamazula de Gordiano,140850001.0,Tamazula de Gordiano,C14.05,20357,42250.0,41111,37986,38955,14085,Tamazula de Gordiano,1020700,1119072,1246581,1407286,1598252,1897802,2214006,2764114,3578007,5494811
511,14,Jalisco,091,Teocaltiche,140910001.0,Teocaltiche,P14.18,26108,36379.0,37999,40105,39839,14091,Teocaltiche,1622058,1683971,1757722,1853043,2119227,2581882,2922160,3523539,4359489,5716281
512,14,Jalisco,093,Tepatitlán de Morelos,140930001.0,Tepatitlán de Morelos,P14.19,103284,92395.0,119197,136123,150190,14093,Tepatitlán de Morelos,3794355,4011079,4318082,4683278,5665560,7415426,8795066,11346025,14853990,19894593
513,14,Jalisco,094,Tequila,140940001.0,Tequila,P14.20,32449,28088.0,35502,40697,44353,14094,Tequila,1108005,1198475,1308318,1422256,1682639,2096428,2246956,2482758,2865785,3696599
514,14,Jalisco,096,Tizapán el Alto,140960001.0,Tizapán el Alto,P14.21,15915,19598.0,19766,20857,22758,14096,Tizapán el Alto,506609,627603,810646,1017408,1230589,1582853,1661601,1775861,1939764,2328685
515,14,Jalisco,108,Tuxpan,141080001.0,Tuxpan,P14.22,29710,34808.0,33162,34182,37518,14108,Tuxpan,1400064,1439566,1490930,1556626,1615489,1715325,1905005,2259053,2691428,3124416
516,14,Jalisco,116,Villa Hidalgo,141160001.0,Villa Hidalgo,P14.23,17119,12814.0,15381,18711,20088,14116,Villa Hidalgo,817180,862790,916552,992827,1242058,1652370,1799543,2046289,2377166,2942470
517,14,Jalisco,119,Zacoalco de Torres,141190001.0,Zacoalco de Torres,P14.24,20669,24669.0,25829,27901,30472,14119,Zacoalco de Torres,1187962,1462412,1898287,2429541,2595682,2917211,3037525,3228541,3483032,3952850
518,14,Jalisco,121,Zapotiltic,141210001.0,Zapotiltic,P14.25,24718,27981.0,28981,29192,33713,14121,Zapotiltic,1571213,1606737,1644237,1690967,1781461,1910153,2054493,2289102,2612362,3083654
519,15,México,014,Atlacomulco,150140001.0,Atlacomulco de Fabela,C15.01,31127,54067.0,76750,93718,109384,15014,Atlacomulco,2545800,2927655,3558953,4400848,5023448,5952762,6992876,8647499,10499256,12056502
520,15,México,026,Chapa de Mota,150260008.0,Dongu,C15.02,14782,17581.0,22828,27551,31737,15026,Chapa de Mota,294282,309380,337945,379675,430495,534403,825515,1413854,2272241,3642781
521,15,México,040,Ixtapan de la Sal,150400001.0,Ixtapan de la Sal,C15.03,23559,24297.0,30529,33541,36911,15040,Ixtapan de la Sal,258829,380641,572057,789743,912589,1137528,1462831,2006048,2967074,5324815
522,15,México,042,Ixtlahuaca,150420001.0,Ixtlahuaca de Rayón,C15.05,65018,88545.0,115165,141482,160139,15042,Ixtlahuaca,3687723,4066481,4636902,5448853,6019042,6909711,8408662,10683557,13559434,16627100
523,15,México,074,San Felipe del Progreso,150740008.0,Calvario del Carmen,C15.06,16498,140834.0,177287,121396,144924,15074,San Felipe del Progreso,2317521,2571377,2987513,3549358,3884840,4387075,5401119,7088331,9344298,12452805
524,15,México,082,Tejupilco,150820001.0,Tejupilco de Hidalgo,C15.07,35659,74985.0,95032,71077,79282,15082,Tejupilco,314278,553658,1089262,1825342,2383495,3249643,3760532,4596762,5772568,8116156
525,15,México,085,Temascalcingo,150850001.0,Temascalcingo de José María Velasco,C15.08,20806,51269.0,61974,62695,66414,15085,Temascalcingo,2695330,3048674,3569295,4273070,4647536,5197959,5799621,6641699,7698963,9071349
526,15,México,088,Tenancingo,150880001.0,Tenancingo de Degollado,C15.09,47423,60300.0,77531,90946,104677,15088,Tenancingo,618876,808501,1189494,1678221,2147776,2829192,3770914,5340653,7295567,9688464
527,15,México,110,Valle de Bravo,151100001.0,Valle de Bravo,C15.10,30873,36135.0,57375,61599,61590,15110,Valle de Bravo,779227,1148327,1861863,2922487,3234292,3762071,4288365,5064169,6139741,8049093
528,16,Michoacán de Ocampo,006,Apatzingán,160060001.0,Apatzingán de la Constitución,P16.01,102668,100926.0,117949,123649,126191,16006,Apatzingán,8338577,8468196,8638810,8839937,9409137,10195962,10595584,11172973,11861319,12643689
529,16,Michoacán de Ocampo,009,Ario,160090001.0,Ario de Rosales,P16.02,17048,29900.0,30584,34848,36268,16009,Ario,1784934,1834863,1902057,1988460,2077992,2222683,2520976,3024961,3653317,4246435
530,16,Michoacán de Ocampo,011,Briseñas,160110001.0,Briseñas de Matamoros,C14.01,8270,9478.0,9641,10653,11681,16011,Briseñas,888880,909356,935206,968946,984986,1007270,1057233,1137860,1243061,1357814
531,16,Michoacán de Ocampo,024,Cherán,160240001.0,Cherán,P16.03,16026,14870.0,16243,18141,20586,16024,Cherán,432563,483450,543630,615637,679427,783289,875288,1016279,1196934,1519401
532,16,Michoacán de Ocampo,034,Hidalgo,160340001.0,Ciudad Hidalgo,C16.01,62378,94049.0,106421,117620,125712,16034,Hidalgo,2356011,2636753,3073648,3620872,4325005,5255284,5946317,7023475,8538425,11045608
533,16,Michoacán de Ocampo,038,Huetamo,160380001.0,Huetamo de Núñez,P16.04,22009,44010.0,45441,41937,41973,16038,Huetamo,2677587,2693383,2714064,2737897,3422969,4369614,4708597,5167756,5802759,7016679
534,16,Michoacán de Ocampo,045,Jiquilpan,160450001.0,Jiquilpan de Juárez,C16.02,23722,36709.0,36389,34199,36158,16045,Jiquilpan,1566897,1654232,1778293,1909900,2095392,2390019,2614499,2929985,3355249,4149454
535,16,Michoacán de Ocampo,050,Maravatío,160500001.0,Maravatío de Ocampo,P16.05,33682,59803.0,69382,80258,89311,16050,Maravatío,2570075,2709126,2908970,3165326,3490844,4026190,4445868,5131514,6386602,9832673
536,16,Michoacán de Ocampo,052,Lázaro Cárdenas,160520137.0,La Orilla,C16.03,24199,134969.0,171100,178817,196003,16052,Lázaro Cárdenas,11535449,11591980,11657300,11728599,12371700,13344959,13577736,13894223,14267448,14586272
537,16,Michoacán de Ocampo,055,Múgica,160550001.0,Nueva Italia de Ruiz,P16.07,36527,38399.0,42877,44963,45732,16055,Múgica,3459072,3505919,3554539,3609491,3822111,4135980,4303607,4550301,4832391,5141330
538,16,Michoacán de Ocampo,058,Nuevo Parangaricutiro,160580001.0,Nuevo San Juan Parangaricutiro,P16.08,16218,13265.0,15280,18834,20981,16058,Nuevo Parangaricutiro,531039,585434,664192,755149,793423,855754,935750,1072170,1264042,1507296
539,16,Michoacán de Ocampo,065,Paracho,160650001.0,Paracho de Verduzco,P16.09,21485,28632.0,31096,34721,39657,16065,Paracho,1215378,1267136,1320274,1387973,1510026,1704576,1869047,2100988,2363140,2725869
540,16,Michoacán de Ocampo,066,Pátzcuaro,160660001.0,Pátzcuaro,C16.04,57502,66736.0,77872,87794,98382,16066,Pátzcuaro,2294248,2340088,2393382,2447360,2635526,2907579,3233234,3728414,4492848,6242229
541,16,Michoacán de Ocampo,068,Peribán,160680001.0,Peribán de Ramos,P16.10,15856,16005.0,20256,25296,29389,16068,Peribán,463804,581376,769980,1010027,1132693,1327927,1648115,2262624,3067804,3894596
542,16,Michoacán de Ocampo,071,Puruándiro,160710001.0,Puruándiro,P16.11,29895,70887.0,71770,67837,69260,16071,Puruándiro,3197066,3512006,3974965,4579562,4841499,5220842,5781065,6503472,7494939,9467746
543,16,Michoacán de Ocampo,073,Quiroga,160730001.0,Quiroga,P16.12,15309,21917.0,23893,25592,27176,16073,Quiroga,356457,492709,692115,938766,981261,1041461,1155735,1312620,1543071,2127765
544,16,Michoacán de Ocampo,075,Los Reyes,160750001.0,Los Reyes de Salgado,C16.05,46463,50029.0,57006,64141,78935,16075,Los Reyes,1792869,2021148,2356965,2741955,2958398,3239669,3540776,4055739,4763553,5910462
545,16,Michoacán de Ocampo,076,Sahuayo,160760001.0,Sahuayo de Morelos,C16.06,70078,53945.0,60894,72841,78477,16076,Sahuayo,2139814,2239049,2356574,2505430,2891026,3624993,3907161,4347348,4910175,5483491
546,16,Michoacán de Ocampo,077,San Lucas,160770067.0,Vicente Riva Palacio,C12.03,5035,18978.0,19506,18461,17677,16077,San Lucas,1217859,1230913,1248098,1267148,1485758,1786310,1984017,2248085,2619816,3313914
547,16,Michoacán de Ocampo,082,Tacámbaro,160820001.0,Tacámbaro de Codallos,P16.13,27068,52315.0,59192,69955,79540,16082,Tacámbaro,2371310,2523773,2706412,2935082,3131400,3417522,3936879,4757290,5793337,6859946
548,16,Michoacán de Ocampo,085,Tangancícuaro,160850001.0,Tangancícuaro de Arista,P16.14,14228,33835.0,32821,32677,35256,16085,Tangancícuaro,1675956,1776665,1915031,2075113,2235669,2500208,2828034,3381763,4217315,5910472
549,16,Michoacán de Ocampo,089,Tepalcatepec,160890001.0,Tepalcatepec,P16.15,15689,25105.0,24135,22987,24074,16089,Tepalcatepec,2349031,2366312,2386966,2406520,2594685,2903839,3044027,3258169,3511716,3721698
550,16,Michoacán de Ocampo,102,Uruapan,161020001.0,Uruapan,C16.07,301766,217068.0,265699,315350,356786,16102,Uruapan,7902232,9082336,10639332,12509640,13535224,14890722,15776830,17013039,18472744,19876755
551,16,Michoacán de Ocampo,106,Yurécuaro,161060001.0,Yurécuaro,C16.08,26679,24313.0,26691,29995,32303,16106,Yurécuaro,1832620,1885460,1950104,2023036,2137091,2296837,2466062,2682792,2980402,3509487
552,16,Michoacán de Ocampo,107,Zacapu,161070001.0,Zacapu,P16.16,52919,63085.0,69700,73455,76829,16107,Zacapu,2456331,2586360,2761914,2978000,3181475,3492230,3870507,4423882,5090922,5823489
553,16,Michoacán de Ocampo,110,Zinapécuaro,161100001.0,Zinapécuaro de Figueroa,C16.09,17272,48951.0,48917,46666,49005,16110,Zinapécuaro,1606729,1842540,2209431,2716715,3010609,3489661,3877413,4444457,5289489,7131517
